trade_id,client_id,instrument_id,trade_date,side,raw_quantity,adjustment_factor,adjusted_quantity,running_adjusted_position
7797,10,38,2024-10-25,BUY,86.0,1.0,86.0,989.0
8222,10,38,2024-10-28,BUY,135.0,1.0,135.0,1124.0
8508,10,38,2024-11-01,BUY,226.0,1.0,226.0,1350.0
9000,10,38,2024-11-12,BUY,96.0,1.0,96.0,1446.0
9483,10,38,2024-11-22,SELL,79.0,1.0,79.0,1367.0
9610,10,38,2024-11-26,BUY,69.0,1.0,69.0,1436.0
9788,10,38,2024-11-28,BUY,255.0,1.0,255.0,1691.0
10502,10,38,2024-12-17,BUY,71.0,1.0,71.0,1762.0
10864,10,38,2024-12-25,SELL,249.0,1.0,249.0,1513.0
11324,10,38,2025-01-03,SELL,82.0,1.0,82.0,1431.0
11385,10,38,2025-01-06,BUY,69.0,1.0,69.0,1500.0
11699,10,38,2025-01-10,SELL,779.0,1.0,779.0,721.0
12661,10,38,2025-01-22,SELL,92.0,1.0,92.0,629.0
12673,10,38,2025-01-22,BUY,33.0,1.0,33.0,662.0
13242,10,38,2025-01-24,SELL,73.0,1.0,73.0,589.0
13506,10,38,2025-01-27,SELL,43.0,1.0,43.0,546.0
15265,10,38,2025-02-21,BUY,57.0,1.0,57.0,603.0
15311,10,38,2025-02-21,SELL,26.0,1.0,26.0,577.0
15341,10,38,2025-02-24,SELL,165.0,1.0,165.0,412.0
15560,10,38,2025-02-26,SELL,76.0,1.0,76.0,336.0
15844,10,38,2025-02-27,SELL,12.0,1.0,12.0,324.0
15856,10,38,2025-02-27,BUY,122.0,1.0,122.0,446.0
16430,10,38,2025-03-04,BUY,66.0,1.0,66.0,512.0
16683,10,38,2025-03-06,SELL,42.0,1.0,42.0,470.0
17000,10,38,2025-03-13,BUY,34.0,1.0,34.0,504.0
17556,10,38,2025-03-26,BUY,94.0,1.0,94.0,598.0
17850,10,38,2025-04-02,BUY,190.0,1.0,190.0,788.0
18364,10,38,2025-04-15,BUY,40.0,1.0,40.0,828.0
18532,10,38,2025-04-18,SELL,123.0,1.0,123.0,705.0
18575,10,38,2025-04-18,BUY,91.0,1.0,91.0,796.0
18765,10,38,2025-04-24,SELL,91.0,1.0,91.0,705.0
20006,10,38,2025-05-23,BUY,246.0,1.0,246.0,951.0
21294,10,38,2025-06-26,SELL,176.0,1.0,176.0,775.0
21877,10,38,2025-07-01,BUY,65.0,1.0,65.0,840.0
22721,10,38,2025-07-11,BUY,63.0,1.0,63.0,903.0
22889,10,38,2025-07-15,BUY,110.0,1.0,110.0,1013.0
23310,10,38,2025-07-31,SELL,59.0,1.0,59.0,954.0
23531,10,38,2025-08-08,SELL,322.0,1.0,322.0,632.0
23862,10,38,2025-08-22,BUY,84.0,1.0,84.0,716.0
24253,10,38,2025-09-03,BUY,565.0,1.0,565.0,1281.0
24368,10,38,2025-09-05,SELL,45.0,1.0,45.0,1236.0
24820,10,38,2025-09-10,SELL,109.0,1.0,109.0,1127.0
24867,10,38,2025-09-11,BUY,135.0,1.0,135.0,1262.0
24952,10,38,2025-09-11,BUY,219.0,1.0,219.0,1481.0
24954,10,38,2025-09-11,BUY,176.0,1.0,176.0,1657.0
25403,10,38,2025-09-15,BUY,79.0,1.0,79.0,1736.0
25783,10,38,2025-09-16,SELL,187.0,1.0,187.0,1549.0
26171,10,38,2025-09-17,BUY,43.0,1.0,43.0,1592.0
26371,10,38,2025-09-18,BUY,262.0,1.0,262.0,1854.0
26442,10,38,2025-09-18,BUY,119.0,1.0,119.0,1973.0
26952,10,38,2025-09-30,SELL,63.0,1.0,63.0,1910.0
26960,10,38,2025-09-30,SELL,61.0,1.0,61.0,1849.0
27275,10,38,2025-10-06,SELL,127.0,1.0,127.0,1722.0
27926,10,38,2025-10-17,BUY,258.0,1.0,258.0,1980.0
27984,10,38,2025-10-20,BUY,66.0,1.0,66.0,2046.0
27990,10,38,2025-10-20,BUY,76.0,1.0,76.0,2122.0
28012,10,38,2025-10-20,BUY,16.0,1.0,16.0,2138.0
28533,10,38,2025-10-29,BUY,221.0,1.0,221.0,2359.0
29479,10,38,2025-11-18,BUY,40.0,1.0,40.0,2399.0
30849,10,38,2025-12-19,BUY,33.0,1.0,33.0,2432.0
30962,10,38,2025-12-23,SELL,65.0,1.0,65.0,2367.0
31017,10,38,2025-12-24,BUY,191.0,1.0,191.0,2558.0
31068,10,38,2025-12-25,BUY,231.0,1.0,231.0,2789.0
31654,10,38,2026-01-07,SELL,70.0,1.0,70.0,2719.0
32853,10,38,2026-01-27,SELL,221.0,1.0,221.0,2498.0
33108,10,38,2026-02-02,BUY,139.0,1.0,139.0,2637.0
34602,10,38,2026-03-03,SELL,191.0,1.0,191.0,2446.0
36378,10,38,2026-04-09,SELL,126.0,1.0,126.0,2320.0
36565,10,38,2026-04-10,BUY,78.0,1.0,78.0,2398.0
36592,10,38,2026-04-10,SELL,184.0,1.0,184.0,2214.0
36667,10,38,2026-04-13,BUY,36.0,1.0,36.0,2250.0
37258,10,38,2026-04-15,SELL,98.0,1.0,98.0,2152.0
37987,10,38,2026-04-28,BUY,229.0,1.0,229.0,2381.0
38499,10,38,2026-05-07,BUY,80.0,1.0,80.0,2461.0
38764,10,38,2026-05-11,BUY,87.0,1.0,87.0,2548.0
39036,10,38,2026-05-12,SELL,176.0,1.0,176.0,2372.0
39589,10,38,2026-05-25,BUY,178.0,1.0,178.0,2550.0
41515,10,38,2026-07-21,SELL,88.0,1.0,88.0,2462.0
41937,10,38,2026-08-06,BUY,268.0,1.0,268.0,2730.0
226,10,39,2024-08-13,BUY,109.0,1.0,109.0,109.0
950,10,39,2024-09-05,SELL,104.0,1.0,104.0,5.0
964,10,39,2024-09-05,BUY,137.0,1.0,137.0,142.0
1372,10,39,2024-09-06,BUY,68.0,1.0,68.0,210.0
2603,10,39,2024-09-11,SELL,25.0,1.0,25.0,185.0
2914,10,39,2024-09-11,SELL,153.0,1.0,153.0,32.0
4218,10,39,2024-09-13,BUY,152.0,1.0,152.0,184.0
5388,10,39,2024-09-17,BUY,98.0,1.0,98.0,282.0
5531,10,39,2024-09-18,BUY,118.0,1.0,118.0,400.0
5837,10,39,2024-09-24,SELL,133.0,1.0,133.0,267.0
6523,10,39,2024-10-08,BUY,118.0,1.0,118.0,385.0
6547,10,39,2024-10-08,BUY,60.0,1.0,60.0,445.0
6891,10,39,2024-10-15,SELL,65.0,1.0,65.0,380.0
7373,10,39,2024-10-23,SELL,292.0,1.0,292.0,88.0
7702,10,39,2024-10-24,BUY,289.0,1.0,289.0,377.0
7816,10,39,2024-10-25,SELL,55.0,1.0,55.0,322.0
8588,10,39,2024-11-04,SELL,94.0,1.0,94.0,228.0
9223,10,39,2024-11-18,BUY,60.0,1.0,60.0,288.0
10063,10,39,2024-12-05,BUY,29.0,1.0,29.0,317.0
10303,10,39,2024-12-11,BUY,115.0,1.0,115.0,432.0
10925,10,39,2024-12-26,BUY,177.0,1.0,177.0,609.0
11144,10,39,2025-01-01,BUY,171.0,1.0,171.0,780.0
11154,10,39,2025-01-01,SELL,37.0,1.0,37.0,743.0
11583,10,39,2025-01-08,BUY,228.0,1.0,228.0,971.0
11614,10,39,2025-01-09,SELL,44.0,1.0,44.0,927.0
11789,10,39,2025-01-13,SELL,72.0,1.0,72.0,855.0
11958,10,39,2025-01-15,BUY,57.0,1.0,57.0,912.0
12155,10,39,2025-01-17,BUY,26.0,1.0,26.0,938.0
12743,10,39,2025-01-22,BUY,226.0,1.0,226.0,1164.0
12913,10,39,2025-01-23,BUY,99.0,1.0,99.0,1263.0
13889,10,39,2025-01-29,BUY,55.0,1.0,55.0,1318.0
14145,10,39,2025-01-30,BUY,168.0,1.0,168.0,1486.0
14182,10,39,2025-01-30,SELL,15.0,1.0,15.0,1471.0
14933,10,39,2025-02-14,SELL,175.0,1.0,175.0,1296.0
15576,10,39,2025-02-26,BUY,405.0,1.0,405.0,1701.0
15787,10,39,2025-02-27,BUY,122.0,1.0,122.0,1823.0
16208,10,39,2025-03-03,BUY,244.0,1.0,244.0,2067.0
16947,10,39,2025-03-13,BUY,174.0,1.0,174.0,2241.0
17024,10,39,2025-03-14,BUY,91.0,1.0,91.0,2332.0
17245,10,39,2025-03-19,BUY,267.0,1.0,267.0,2599.0
18642,10,39,2025-04-22,BUY,291.0,1.0,291.0,2890.0
18732,10,39,2025-04-23,SELL,79.0,1.0,79.0,2811.0
19372,10,39,2025-05-08,BUY,102.0,1.0,102.0,2913.0
19380,10,39,2025-05-08,BUY,28.0,1.0,28.0,2941.0
19731,10,39,2025-05-19,BUY,51.0,1.0,51.0,2992.0
19903,10,39,2025-05-22,BUY,45.0,1.0,45.0,3037.0
20144,10,39,2025-05-28,BUY,40.0,1.0,40.0,3077.0
20626,10,39,2025-06-10,BUY,134.0,1.0,134.0,3211.0
21204,10,39,2025-06-25,BUY,53.0,1.0,53.0,3264.0
21395,10,39,2025-06-26,BUY,59.0,1.0,59.0,3323.0
21512,10,39,2025-06-27,BUY,100.0,1.0,100.0,3423.0
21725,10,39,2025-06-30,BUY,51.0,1.0,51.0,3474.0
21857,10,39,2025-07-01,BUY,116.0,1.0,116.0,3590.0
22391,10,39,2025-07-08,BUY,41.0,1.0,41.0,3631.0
22493,10,39,2025-07-09,SELL,105.0,1.0,105.0,3526.0
22500,10,39,2025-07-09,BUY,71.0,1.0,71.0,3597.0
22597,10,39,2025-07-10,BUY,15.0,1.0,15.0,3612.0
23172,10,39,2025-07-25,BUY,41.0,1.0,41.0,3653.0
23229,10,39,2025-07-29,BUY,27.0,1.0,27.0,3680.0
23444,10,39,2025-08-06,BUY,151.0,1.0,151.0,3831.0
23886,10,39,2025-08-25,BUY,84.0,1.0,84.0,3915.0
24270,10,39,2025-09-04,SELL,237.0,1.0,237.0,3678.0
24272,10,39,2025-09-04,BUY,73.0,1.0,73.0,3751.0
24623,10,39,2025-09-10,SELL,87.0,1.0,87.0,3664.0
24885,10,39,2025-09-11,SELL,103.0,1.0,103.0,3561.0
25179,10,39,2025-09-12,BUY,44.0,1.0,44.0,3605.0
26193,10,39,2025-09-18,BUY,165.0,1.0,165.0,3770.0
27784,10,39,2025-10-15,BUY,119.0,1.0,119.0,3889.0
27935,10,39,2025-10-17,BUY,107.0,1.0,107.0,3996.0
28010,10,39,2025-10-20,BUY,38.0,1.0,38.0,4034.0
28024,10,39,2025-10-20,BUY,30.0,1.0,30.0,4064.0
28121,10,39,2025-10-22,BUY,93.0,1.0,93.0,4157.0
28269,10,39,2025-10-24,BUY,51.0,1.0,51.0,4208.0
28479,10,39,2025-10-29,BUY,40.0,1.0,40.0,4248.0
29758,10,39,2025-11-25,BUY,133.0,1.0,133.0,4381.0
30048,10,39,2025-12-01,BUY,35.0,1.0,35.0,4416.0
30495,10,39,2025-12-11,BUY,90.0,1.0,90.0,4506.0
30587,10,39,2025-12-15,BUY,27.0,1.0,27.0,4533.0
30686,10,39,2025-12-17,BUY,114.0,1.0,114.0,4647.0
31427,10,39,2026-01-02,BUY,75.0,1.0,75.0,4722.0
32441,10,39,2026-01-20,BUY,230.0,1.0,230.0,4952.0
32830,10,39,2026-01-27,BUY,157.0,1.0,157.0,5109.0
33346,10,39,2026-02-05,SELL,154.0,1.0,154.0,4955.0
33381,10,39,2026-02-05,SELL,155.0,1.0,155.0,4800.0
34212,10,39,2026-02-24,BUY,101.0,1.0,101.0,4901.0
34540,10,39,2026-03-02,BUY,114.0,1.0,114.0,5015.0
34671,10,39,2026-03-04,BUY,52.0,1.0,52.0,5067.0
34958,10,39,2026-03-11,BUY,51.0,1.0,51.0,5118.0
35290,10,39,2026-03-18,BUY,65.0,1.0,65.0,5183.0
35644,10,39,2026-03-26,BUY,211.0,1.0,211.0,5394.0
35676,10,39,2026-03-26,SELL,295.0,1.0,295.0,5099.0
35891,10,39,2026-04-01,BUY,314.0,1.0,314.0,5413.0
35916,10,39,2026-04-01,SELL,131.0,1.0,131.0,5282.0
36449,10,39,2026-04-09,BUY,34.0,1.0,34.0,5316.0
37810,10,39,2026-04-23,BUY,84.0,1.0,84.0,5400.0
37967,10,39,2026-04-28,BUY,81.0,1.0,81.0,5481.0
38426,10,39,2026-05-07,BUY,172.0,1.0,172.0,5653.0
38620,10,39,2026-05-08,SELL,81.0,1.0,81.0,5572.0
40258,10,39,2026-06-11,SELL,201.0,1.0,201.0,5371.0
41731,10,39,2026-07-29,SELL,23.0,1.0,23.0,5348.0
41864,10,39,2026-08-04,SELL,37.0,1.0,37.0,5311.0
41917,10,39,2026-08-05,SELL,47.0,1.0,47.0,5264.0
774,10,40,2024-09-03,BUY,342.0,1.5,513.0,513.0
1231,10,40,2024-09-06,SELL,307.0,1.5,460.5,52.5
1430,10,40,2024-09-09,BUY,74.0,1.5,111.0,163.5
1646,10,40,2024-09-09,BUY,63.0,1.5,94.5,258.0
2148,10,40,2024-09-11,SELL,80.0,1.5,120.0,138.0
2569,10,40,2024-09-11,BUY,216.0,1.5,324.0,462.0
3358,10,40,2024-09-12,BUY,76.0,1.5,114.0,576.0
3445,10,40,2024-09-12,SELL,73.0,1.5,109.5,466.5
4754,10,40,2024-09-13,SELL,120.0,1.5,180.0,286.5
4878,10,40,2024-09-13,BUY,128.0,1.5,192.0,478.5
6871,10,40,2024-10-15,BUY,217.0,1.5,325.5,804.0
6972,10,40,2024-10-16,SELL,70.0,1.5,105.0,699.0
7335,10,40,2024-10-23,BUY,113.0,1.5,169.5,868.5
7376,10,40,2024-10-23,SELL,39.0,1.5,58.5,810.0
7874,10,40,2024-10-25,BUY,1091.0,1.5,1636.5,2446.5
8108,10,40,2024-10-28,SELL,70.0,1.5,105.0,2341.5
8410,10,40,2024-10-31,BUY,218.0,1.5,327.0,2668.5
8670,10,40,2024-11-05,SELL,181.0,1.5,271.5,2397.0
11012,10,40,2024-12-30,BUY,97.0,1.5,145.5,2542.5
11035,10,40,2024-12-30,BUY,98.0,1.5,147.0,2689.5
11135,10,40,2025-01-01,BUY,102.0,1.5,153.0,2842.5
11374,10,40,2025-01-06,BUY,30.0,1.5,45.0,2887.5
11563,10,40,2025-01-08,BUY,60.0,1.5,90.0,2977.5
11694,10,40,2025-01-10,BUY,75.0,1.5,112.5,3090.0
11802,10,40,2025-01-13,BUY,73.0,1.5,109.5,3199.5
12156,10,40,2025-01-17,SELL,28.0,1.5,42.0,3157.5
12891,10,40,2025-01-23,BUY,96.0,1.5,144.0,3301.5
13305,10,40,2025-01-24,SELL,46.0,1.5,69.0,3232.5
14171,10,40,2025-01-30,BUY,60.0,1.5,90.0,3322.5
14215,10,40,2025-01-31,SELL,113.0,1.5,169.5,3153.0
14440,10,40,2025-02-05,BUY,142.0,1.5,213.0,3366.0
15457,10,40,2025-02-26,SELL,89.0,1.5,133.5,3232.5
16628,10,40,2025-03-06,BUY,69.0,1.5,103.5,3336.0
16640,10,40,2025-03-06,BUY,54.0,1.5,81.0,3417.0
17551,10,40,2025-03-26,BUY,109.0,1.5,163.5,3580.5
17855,10,40,2025-04-02,SELL,149.0,1.5,223.5,3357.0
19278,10,40,2025-05-06,BUY,93.0,1.5,139.5,3496.5
20293,10,40,2025-06-02,BUY,103.0,1.5,154.5,3651.0
20312,10,40,2025-06-02,SELL,88.0,1.5,132.0,3519.0
20840,10,40,2025-06-16,BUY,84.0,1.5,126.0,3645.0
21005,10,40,2025-06-19,BUY,41.0,1.5,61.5,3706.5
21015,10,40,2025-06-19,BUY,63.0,1.5,94.5,3801.0
21030,10,40,2025-06-20,SELL,29.0,1.5,43.5,3757.5
21052,10,40,2025-06-20,BUY,81.0,1.5,121.5,3879.0
21670,10,40,2025-06-30,BUY,94.0,1.5,141.0,4020.0
22012,10,40,2025-07-02,BUY,71.0,1.5,106.5,4126.5
22071,10,40,2025-07-03,BUY,120.0,1.5,180.0,4306.5
22246,10,40,2025-07-04,BUY,47.0,1.5,70.5,4377.0
22817,10,40,2025-07-14,BUY,101.0,1.5,151.5,4528.5
22832,10,40,2025-07-14,SELL,92.0,1.5,138.0,4390.5
23424,10,40,2025-08-05,BUY,99.0,1.0,99.0,4489.5
23535,10,40,2025-08-08,SELL,77.0,1.0,77.0,4412.5
23732,10,40,2025-08-18,BUY,28.0,1.0,28.0,4440.5
23778,10,40,2025-08-19,BUY,41.0,1.0,41.0,4481.5
23860,10,40,2025-08-22,BUY,134.0,1.0,134.0,4615.5
23954,10,40,2025-08-27,BUY,215.0,1.0,215.0,4830.5
24081,10,40,2025-09-01,SELL,249.0,1.0,249.0,4581.5
26189,10,40,2025-09-18,BUY,268.0,1.0,268.0,4849.5
26282,10,40,2025-09-18,SELL,113.0,1.0,113.0,4736.5
26390,10,40,2025-09-18,SELL,152.0,1.0,152.0,4584.5
26763,10,40,2025-09-25,BUY,257.0,1.0,257.0,4841.5
27227,10,40,2025-10-03,BUY,55.0,1.0,55.0,4896.5
27239,10,40,2025-10-03,BUY,46.0,1.0,46.0,4942.5
27638,10,40,2025-10-13,BUY,86.0,1.0,86.0,5028.5
28011,10,40,2025-10-20,BUY,119.0,1.0,119.0,5147.5
29285,10,40,2025-11-13,BUY,359.0,1.0,359.0,5506.5
29311,10,40,2025-11-14,BUY,233.0,1.0,233.0,5739.5
30072,10,40,2025-12-02,BUY,72.0,1.0,72.0,5811.5
30601,10,40,2025-12-15,SELL,30.0,1.0,30.0,5781.5
30997,10,40,2025-12-24,SELL,27.0,1.0,27.0,5754.5
31608,10,40,2026-01-06,SELL,108.0,1.0,108.0,5646.5
32365,10,40,2026-01-20,SELL,149.0,1.0,149.0,5497.5
32729,10,40,2026-01-26,SELL,113.0,1.0,113.0,5384.5
32905,10,40,2026-01-28,BUY,264.0,1.0,264.0,5648.5
32999,10,40,2026-01-29,SELL,81.0,1.0,81.0,5567.5
33376,10,40,2026-02-05,BUY,112.0,1.0,112.0,5679.5
33412,10,40,2026-02-06,BUY,47.0,1.0,47.0,5726.5
34154,10,40,2026-02-23,SELL,99.0,1.0,99.0,5627.5
34355,10,40,2026-02-26,BUY,140.0,1.0,140.0,5767.5
34696,10,40,2026-03-05,SELL,144.0,1.0,144.0,5623.5
34903,10,40,2026-03-10,SELL,61.0,1.0,61.0,5562.5
35795,10,40,2026-03-30,BUY,76.0,1.0,76.0,5638.5
37837,10,40,2026-04-24,SELL,76.0,1.0,76.0,5562.5
38335,10,40,2026-05-06,BUY,68.0,1.0,68.0,5630.5
38895,10,40,2026-05-11,BUY,60.0,1.0,60.0,5690.5
39361,10,40,2026-05-19,SELL,94.0,1.0,94.0,5596.5
39538,10,40,2026-05-22,BUY,119.0,1.0,119.0,5715.5
39591,10,40,2026-05-25,SELL,99.0,1.0,99.0,5616.5
39864,10,40,2026-06-01,SELL,86.0,1.0,86.0,5530.5
40032,10,40,2026-06-04,SELL,159.0,1.0,159.0,5371.5
40173,10,40,2026-06-09,BUY,262.0,1.0,262.0,5633.5
40758,10,40,2026-06-24,SELL,81.0,1.0,81.0,5552.5
40914,10,40,2026-06-29,SELL,261.0,1.0,261.0,5291.5
41315,10,40,2026-07-14,SELL,161.0,1.0,161.0,5130.5
8,11,1,2024-08-05,BUY,38.0,1.0,38.0,38.0
1115,11,1,2024-09-05,BUY,167.0,1.0,167.0,205.0
1916,11,1,2024-09-10,BUY,87.0,1.0,87.0,292.0
2119,11,1,2024-09-11,BUY,166.0,1.0,166.0,458.0
2161,11,1,2024-09-11,BUY,379.0,1.0,379.0,837.0
3990,11,1,2024-09-12,BUY,225.0,1.0,225.0,1062.0
4363,11,1,2024-09-13,BUY,59.0,1.0,59.0,1121.0
4551,11,1,2024-09-13,BUY,93.0,1.0,93.0,1214.0
4932,11,1,2024-09-13,SELL,53.0,1.0,53.0,1161.0
7386,11,1,2024-10-23,BUY,49.0,1.0,49.0,1210.0
8820,11,1,2024-11-08,BUY,131.0,1.0,131.0,1341.0
8875,11,1,2024-11-11,BUY,93.0,1.0,93.0,1434.0
8889,11,1,2024-11-11,BUY,407.0,1.0,407.0,1841.0
9559,11,1,2024-11-25,BUY,462.0,1.0,462.0,2303.0
10943,11,1,2024-12-27,BUY,31.0,1.0,31.0,2334.0
11336,11,1,2025-01-03,SELL,56.0,1.0,56.0,2278.0
13549,11,1,2025-01-27,BUY,47.0,1.0,47.0,2325.0
13785,11,1,2025-01-28,SELL,245.0,1.0,245.0,2080.0
14649,11,1,2025-02-10,BUY,131.0,1.0,131.0,2211.0
16016,11,1,2025-02-28,BUY,26.0,1.0,26.0,2237.0
17542,11,1,2025-03-26,SELL,37.0,1.0,37.0,2200.0
17678,11,1,2025-03-28,BUY,179.0,1.0,179.0,2379.0
18129,11,1,2025-04-09,BUY,130.0,1.0,130.0,2509.0
19059,11,1,2025-05-01,BUY,115.0,1.0,115.0,2624.0
19151,11,1,2025-05-02,BUY,177.0,1.0,177.0,2801.0
19886,11,1,2025-05-21,SELL,35.0,1.0,35.0,2766.0
21570,11,1,2025-06-27,BUY,37.0,1.0,37.0,2803.0
25518,11,1,2025-09-15,BUY,155.0,1.0,155.0,2958.0
26746,11,1,2025-09-24,BUY,37.0,1.0,37.0,2995.0
26950,11,1,2025-09-30,SELL,54.0,1.0,54.0,2941.0
27331,11,1,2025-10-07,BUY,77.0,1.0,77.0,3018.0
27392,11,1,2025-10-08,SELL,50.0,1.0,50.0,2968.0
27789,11,1,2025-10-15,BUY,82.0,1.0,82.0,3050.0
28545,11,1,2025-10-29,SELL,70.0,1.0,70.0,2980.0
29404,11,1,2025-11-17,BUY,132.0,1.0,132.0,3112.0
29456,11,1,2025-11-18,BUY,151.0,1.0,151.0,3263.0
32576,11,1,2026-01-22,SELL,60.0,1.0,60.0,3203.0
34092,11,1,2026-02-20,BUY,106.0,1.0,106.0,3309.0
34777,11,1,2026-03-06,SELL,173.0,1.0,173.0,3136.0
35706,11,1,2026-03-27,BUY,271.0,1.0,271.0,3407.0
35971,11,1,2026-04-02,BUY,146.0,1.0,146.0,3553.0
36958,11,1,2026-04-14,BUY,50.0,1.0,50.0,3603.0
37863,11,1,2026-04-24,BUY,179.0,1.0,179.0,3782.0
38849,11,1,2026-05-11,BUY,92.0,1.0,92.0,3874.0
39420,11,1,2026-05-20,SELL,79.0,1.0,79.0,3795.0
39423,11,1,2026-05-20,BUY,92.0,1.0,92.0,3887.0
39999,11,1,2026-06-04,BUY,116.0,1.0,116.0,4003.0
40518,11,1,2026-06-18,BUY,101.0,1.0,101.0,4104.0
40619,11,1,2026-06-22,BUY,83.0,1.0,83.0,4187.0
40737,11,1,2026-06-24,BUY,63.0,1.0,63.0,4250.0
41460,11,1,2026-07-17,SELL,184.0,1.0,184.0,4066.0
603,11,2,2024-08-28,BUY,25.0,1.0,25.0,25.0
1277,11,2,2024-09-06,BUY,139.0,1.0,139.0,164.0
1431,11,2,2024-09-09,BUY,171.0,1.0,171.0,335.0
2353,11,2,2024-09-11,BUY,48.0,1.0,48.0,383.0
2530,11,2,2024-09-11,BUY,115.0,1.0,115.0,498.0
3163,11,2,2024-09-12,SELL,86.0,1.0,86.0,412.0
4909,11,2,2024-09-13,SELL,338.0,1.0,338.0,74.0
4916,11,2,2024-09-13,SELL,37.0,1.0,37.0,37.0
5253,11,2,2024-09-17,BUY,126.0,1.0,126.0,163.0
5405,11,2,2024-09-17,SELL,72.0,1.0,72.0,91.0
5519,11,2,2024-09-18,BUY,65.0,1.0,65.0,156.0
5899,11,2,2024-09-25,SELL,156.0,1.0,156.0,0.0
6301,11,2,2024-10-03,BUY,294.0,1.0,294.0,294.0
6589,11,2,2024-10-09,SELL,59.0,1.0,59.0,235.0
7221,11,2,2024-10-22,BUY,38.0,1.0,38.0,273.0
10694,11,2,2024-12-20,BUY,114.0,1.0,114.0,387.0
11520,11,2,2025-01-08,SELL,42.0,1.0,42.0,345.0
11788,11,2,2025-01-13,BUY,18.0,1.0,18.0,363.0
12159,11,2,2025-01-17,SELL,337.0,1.0,337.0,26.0
13143,11,2,2025-01-24,SELL,26.0,1.0,26.0,0.0
18483,11,2,2025-04-17,BUY,335.0,1.0,335.0,335.0
19141,11,2,2025-05-02,SELL,34.0,1.0,34.0,301.0
19958,11,2,2025-05-23,BUY,147.0,1.0,147.0,448.0
20943,11,2,2025-06-18,SELL,113.0,1.0,113.0,335.0
23665,11,2,2025-08-14,BUY,94.0,1.0,94.0,429.0
23781,11,2,2025-08-20,BUY,106.0,1.0,106.0,535.0
24818,11,2,2025-09-10,SELL,327.0,1.0,327.0,208.0
25325,11,2,2025-09-12,SELL,95.0,1.0,95.0,113.0
25356,11,2,2025-09-12,SELL,94.0,1.0,94.0,19.0
25476,11,2,2025-09-15,BUY,62.0,1.0,62.0,81.0
26497,11,2,2025-09-19,SELL,81.0,1.0,81.0,0.0
26995,11,2,2025-09-30,BUY,148.0,1.0,148.0,148.0
28625,11,2,2025-10-31,BUY,48.0,1.0,48.0,196.0
30047,11,2,2025-12-01,SELL,59.0,1.0,59.0,137.0
30083,11,2,2025-12-02,BUY,66.0,1.0,66.0,203.0
30853,11,2,2025-12-19,BUY,77.0,1.0,77.0,280.0
32564,11,2,2026-01-22,SELL,280.0,1.0,280.0,0.0
33384,11,2,2026-02-05,BUY,35.0,1.0,35.0,35.0
33942,11,2,2026-02-18,BUY,135.0,1.0,135.0,170.0
36356,11,2,2026-04-09,BUY,48.0,1.0,48.0,218.0
36358,11,2,2026-04-09,BUY,38.0,1.0,38.0,256.0
37317,11,2,2026-04-16,BUY,127.0,1.0,127.0,383.0
37801,11,2,2026-04-23,BUY,163.0,1.0,163.0,546.0
38982,11,2,2026-05-12,BUY,308.0,1.0,308.0,854.0
39154,11,2,2026-05-13,SELL,81.0,1.0,81.0,773.0
39841,11,2,2026-06-01,SELL,65.0,1.0,65.0,708.0
744,11,3,2024-09-03,BUY,65.0,1.0,65.0,65.0
2325,11,3,2024-09-11,SELL,42.0,1.0,42.0,23.0
3576,11,3,2024-09-12,BUY,177.0,1.0,177.0,200.0
3914,11,3,2024-09-12,SELL,123.0,1.0,123.0,77.0
5247,11,3,2024-09-17,BUY,77.0,1.0,77.0,154.0
5413,11,3,2024-09-17,BUY,45.0,1.0,45.0,199.0
7465,11,3,2024-10-23,SELL,24.0,1.0,24.0,175.0
7711,11,3,2024-10-24,SELL,77.0,1.0,77.0,98.0
9191,11,3,2024-11-15,BUY,27.0,1.0,27.0,125.0
10746,11,3,2024-12-23,BUY,18.0,1.0,18.0,143.0
12268,11,3,2025-01-21,BUY,83.0,1.0,83.0,226.0
12424,11,3,2025-01-21,BUY,59.0,1.0,59.0,285.0
16816,11,3,2025-03-11,BUY,93.0,1.0,93.0,378.0
19006,11,3,2025-04-30,BUY,115.0,1.0,115.0,493.0
19374,11,3,2025-05-08,BUY,55.0,1.0,55.0,548.0
19466,11,3,2025-05-12,BUY,53.0,1.0,53.0,601.0
25284,11,3,2025-09-12,SELL,13.0,1.0,13.0,588.0
30196,11,3,2025-12-04,BUY,158.0,1.0,158.0,746.0
31449,11,3,2026-01-02,BUY,83.0,1.0,83.0,829.0
33784,11,3,2026-02-13,BUY,64.0,1.0,64.0,893.0
35444,11,3,2026-03-23,SELL,107.0,1.0,107.0,786.0
37360,11,3,2026-04-16,SELL,192.0,1.0,192.0,594.0
38962,11,3,2026-05-12,BUY,73.0,1.0,73.0,667.0
39242,11,3,2026-05-15,BUY,56.0,1.0,56.0,723.0
39677,11,3,2026-05-27,BUY,223.0,1.0,223.0,946.0
40283,11,3,2026-06-11,SELL,46.0,1.0,46.0,900.0
40320,11,3,2026-06-12,SELL,68.0,1.0,68.0,832.0
1172,11,4,2024-09-06,BUY,26.0,1.0,26.0,26.0
1691,11,4,2024-09-10,SELL,26.0,1.0,26.0,0.0
2536,11,4,2024-09-11,BUY,36.0,1.0,36.0,36.0
